edge_id,source_node_id,target_node_id,relation_type,timestamp,event_id,batch_id,event_type,process_stage,actor_id,facility_id,machine_id,duration_min,input_weight_kg,output_weight_kg,loss_weight_kg,process_status,delay_flag,anomaly_flag,route_variant,time_since_prev_min,capacity_utilization,reroute_flag,rework_flag,estimated_moisture,estimated_humidity_pressure,estimated_temp_stress,condition_score
EDGE-000084,BATCH-2025-0006,LAB-X010,quality_checked_by,2025-05-03T06:28:49+07:00,EVT-000084,BATCH-2025-0006,quality_check,quality_check,LAB-X010,LAB-X010,UNASSIGNED_MACHINE,56,4450.06,4450.06,0.0,warning,0,0,inspection_heavy,467.82,0.212,0,0,14.384,0.398,5.159,0.811
EDGE-000085,BATCH-2025-0006,MCH-MIL-X009,milled_by,2025-05-07T10:28:48+07:00,EVT-000085,BATCH-2025-0006,milling,milling,FAC-SSM-001,FAC-SSM-001,MCH-MIL-X009,213,4450.06,2840.94,1609.12,warning,1,1,inspection_heavy,5943.99,0.205,0,0,14.384,0.398,6.404,0.264
EDGE-000086,BATCH-2025-0006,VAL-002,verified_by,2025-05-08T04:08:02+07:00,EVT-000086,BATCH-2025-0006,blockchain_anchor,traceability,VAL-002,VAL-002,UNASSIGNED_MACHINE,6,2840.94,2840.94,0.0,success,0,0,inspection_heavy,846.23,0.113,0,0,14.384,0.398,6.404,0.576
EDGE-000087,BATCH-2025-0006,MCH-GRD-X009,finished_by,2025-05-08T13:22:20+07:00,EVT-000087,BATCH-2025-0006,grading,finishing,FAC-SSM-001,FAC-SSM-001,MCH-GRD-X009,179,2840.94,2784.36,56.58,success,0,0,inspection_heavy,548.3,0.174,0,0,14.384,0.398,6.404,1.077
EDGE-000088,BATCH-2025-0006,FAC-SSM-001,packed_at,2025-05-09T06:02:51+07:00,EVT-000088,BATCH-2025-0006,packing,packing,FAC-SSM-001,FAC-SSM-001,UNASSIGNED_MACHINE,142,2784.36,2768.7,15.66,success,0,0,inspection_heavy,570.52,0.139,0,0,14.384,0.398,6.404,0.137
EDGE-000089,BATCH-2025-0006,VAL-X001,verified_by,2025-05-09T20:06:07+07:00,EVT-000089,BATCH-2025-0006,blockchain_anchor,traceability,VAL-X001,VAL-X001,UNASSIGNED_MACHINE,4,2768.7,2768.7,0.0,success,0,0,inspection_heavy,701.26,0.154,0,0,14.384,0.398,6.404,0.654
EDGE-000090,WRH-X006,TRK-X005,loaded_to,2025-05-11T19:35:48+07:00,EVT-000090,BATCH-2025-0006,loading,logistics,WRH-X006,WRH-X006,TRK-X005,161,2768.7,2765.58,3.12,success,1,0,inspection_heavy,2845.69,0.186,0,0,14.384,0.398,6.404,0.444
EDGE-000091,TRK-X005,DST-MTR-001,delivered_to,2025-05-12T19:17:14+07:00,EVT-000091,BATCH-2025-0006,distribution,distribution,DST-MTR-001,DST-MTR-001,TRK-X005,870,2765.58,2750.67,14.92,success,0,0,inspection_heavy,1260.43,0.108,0,0,14.384,0.398,6.404,0.439
EDGE-000092,FAR-JTM-010,BATCH-2025-0007,produces,2025-03-31T01:06:00+07:00,EVT-000092,BATCH-2025-0007,harvest,harvest,FAR-JTM-010,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,172,0.0,3387.8,0.0,success,0,0,standard,0.0,0.0,0,0,29.75,0.32,0.0,0.32
EDGE-000093,BATCH-2025-0007,FAC-JTM-001,arrives_at,2025-03-31T13:58:00+07:00,EVT-000093,BATCH-2025-0007,weighing,weighing,FAR-JTM-010,FAC-JTM-001,UNASSIGNED_MACHINE,47,3387.8,3375.35,12.45,success,0,0,standard,600.0,0.378,0,0,29.75,0.32,0.0,0.32
EDGE-000094,BATCH-2025-0007,MCH-DRY-X006,processed_by,2025-03-31T20:15:48+07:00,EVT-000094,BATCH-2025-0007,drying,drying,FAC-JTM-001,FAC-JTM-001,MCH-DRY-X006,454,3375.35,3017.3,358.05,success,0,0,standard,330.81,0.474,0,0,17.842,0.235,1.051,0.7
EDGE-000095,BATCH-2025-0007,WRH-X006,stored_at,2025-04-02T11:19:44+07:00,EVT-000095,BATCH-2025-0007,storage,storage,WRH-X006,WRH-X006,UNASSIGNED_MACHINE,2242,3017.3,2979.54,37.76,success,1,0,standard,1889.93,0.409,0,0,18.461,0.54,1.051,0.419
EDGE-000096,BATCH-2025-0007,LAB-X006,quality_checked_by,2025-04-04T08:44:59+07:00,EVT-000096,BATCH-2025-0007,quality_check,quality_check,LAB-X006,LAB-X006,UNASSIGNED_MACHINE,49,2979.54,2979.54,0.0,warning,0,1,standard,483.26,0.164,0,0,18.52,0.54,1.051,0.79
EDGE-000097,BATCH-2025-0007,FAC-JTM-001,reprocessed_at,2025-04-05T12:29:14+07:00,EVT-000097,BATCH-2025-0007,reprocessing,reprocessing,FAC-JTM-001,FAC-JTM-001,UNASSIGNED_MACHINE,294,2979.54,2913.39,66.15,success,1,1,standard,1615.26,0.378,0,1,17.595,0.54,1.051,1.143
EDGE-000098,BATCH-2025-0007,MCH-MIL-X005,milled_by,2025-04-07T07:43:51+07:00,EVT-000098,BATCH-2025-0007,milling,milling,FAC-JTM-001,FAC-JTM-001,MCH-MIL-X005,270,2913.39,1960.41,952.99,success,1,0,standard,2300.6,0.378,0,0,17.595,0.54,2.596,0.959
EDGE-000099,BATCH-2025-0007,VAL-003,verified_by,2025-04-09T04:49:55+07:00,EVT-000099,BATCH-2025-0007,blockchain_anchor,traceability,VAL-003,VAL-003,UNASSIGNED_MACHINE,7,1960.41,1960.41,0.0,success,1,1,standard,2436.08,0.099,0,0,17.595,0.54,2.596,0.392
EDGE-000100,BATCH-2025-0007,FAC-JTM-001,packed_at,2025-04-09T08:22:08+07:00,EVT-000100,BATCH-2025-0007,packing,packing,FAC-JTM-001,FAC-JTM-001,UNASSIGNED_MACHINE,115,1960.41,1945.68,14.73,success,0,0,standard,205.21,0.378,0,0,17.595,0.54,2.596,0.243
EDGE-000101,BATCH-2025-0007,VAL-001,verified_by,2025-04-09T19:07:27+07:00,EVT-000101,BATCH-2025-0007,blockchain_anchor,traceability,VAL-001,VAL-001,UNASSIGNED_MACHINE,4,1945.68,1945.68,0.0,success,0,1,standard,530.32,0.107,0,0,17.595,0.54,2.596,0.637
EDGE-000102,WRH-X006,TRK-SSM-001,loaded_to,2025-04-10T07:44:56+07:00,EVT-000102,BATCH-2025-0007,loading,logistics,WRH-X006,WRH-X006,TRK-SSM-001,58,1945.68,1942.99,2.69,success,0,0,standard,753.48,0.078,0,0,17.595,0.54,2.596,0.515
EDGE-000103,TRK-SSM-001,DST-JKT-001,delivered_to,2025-04-11T11:01:34+07:00,EVT-000103,BATCH-2025-0007,distribution,distribution,DST-JKT-001,DST-JKT-001,TRK-SSM-001,1120,1942.99,1937.36,5.64,delayed,1,0,standard,1578.63,0.062,0,0,17.595,0.54,2.596,0.422
EDGE-000104,FAR-JTM-012,BATCH-2025-0008,produces,2025-01-21T19:33:00+07:00,EVT-000104,BATCH-2025-0008,harvest,harvest,FAR-JTM-012,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,218,0.0,1643.7,0.0,success,0,0,standard,0.0,0.0,0,0,30.35,0.644,0.0,0.644
EDGE-000105,BATCH-2025-0008,FAC-JTM-001,arrives_at,2025-01-23T06:27:00+07:00,EVT-000105,BATCH-2025-0008,weighing,weighing,FAR-JTM-012,FAC-JTM-001,UNASSIGNED_MACHINE,46,1643.7,1641.81,1.89,success,1,0,standard,1680.0,0.327,0,0,30.35,0.644,0.0,0.644
EDGE-000106,BATCH-2025-0008,MCH-DRY-X006,processed_by,2025-01-23T14:08:42+07:00,EVT-000106,BATCH-2025-0008,drying,drying,FAC-JTM-001,FAC-JTM-001,MCH-DRY-X006,704,1641.81,1460.91,180.9,success,0,0,standard,415.71,0.429,0,0,18.281,0.433,4.314,1.072
EDGE-000107,BATCH-2025-0008,MCH-DRY-X005,reprocessed_by,2025-01-25T18:36:11+07:00,EVT-000107,BATCH-2025-0008,re_drying,drying,FAC-JTM-001,FAC-JTM-001,MCH-DRY-X005,220,1460.91,1409.2,51.7,warning,1,1,standard,2443.48,0.241,0,1,14.283,0.329,4.747,1.33
EDGE-000108,BATCH-2025-0008,WRH-JTM-001,stored_at,2025-01-26T07:40:45+07:00,EVT-000108,BATCH-2025-0008,storage,storage,WRH-JTM-001,WRH-JTM-001,UNASSIGNED_MACHINE,3185,1409.2,1386.94,22.26,success,0,0,standard,564.56,0.076,0,0,14.575,0.902,4.747,0.363
EDGE-000109,BATCH-2025-0008,LAB-JTM-001,quality_checked_by,2025-01-30T21:56:57+07:00,EVT-000109,BATCH-2025-0008,inspection,quality_check,LAB-JTM-001,LAB-JTM-001,UNASSIGNED_MACHINE,83,1386.94,1386.94,0.0,warning,1,1,standard,3431.2,0.085,0,0,14.912,0.902,4.747,1.076
EDGE-000110,BATCH-2025-0008,FAC-JTM-001,reprocessed_at,2025-02-02T06:22:17+07:00,EVT-000110,BATCH-2025-0008,reprocessing,reprocessing,FAC-JTM-001,FAC-JTM-001,UNASSIGNED_MACHINE,190,1386.94,1351.9,35.04,warning,1,1,standard,3186.33,0.327,0,1,14.26,0.902,4.747,0.964
EDGE-000111,BATCH-2025-0008,LAB-X006,quality_checked_by,2025-02-02T20:53:06+07:00,EVT-000111,BATCH-2025-0008,quality_check,quality_check,LAB-X006,LAB-X006,UNASSIGNED_MACHINE,82,1351.9,1351.9,0.0,warning,0,0,standard,680.83,0.161,0,0,14.444,0.902,4.747,1.282
EDGE-000112,BATCH-2025-0008,MCH-MIL-X006,milled_by,2025-02-05T06:22:50+07:00,EVT-000112,BATCH-2025-0008,milling,milling,FAC-JTM-001,FAC-JTM-001,MCH-MIL-X006,457,1351.9,836.05,515.85,delayed,1,0,standard,2890.72,0.339,0,0,14.444,0.902,5.834,0.523
EDGE-000113,BATCH-2025-0008,FAC-JTM-001,packed_at,2025-02-06T06:15:04+07:00,EVT-000113,BATCH-2025-0008,packing,packing,FAC-JTM-001,FAC-JTM-001,UNASSIGNED_MACHINE,178,836.05,834.04,2.01,success,0,0,standard,624.24,0.327,0,0,14.444,0.902,5.834,0.315
EDGE-000114,BATCH-2025-0008,VAL-002,verified_by,2025-02-06T18:05:21+07:00,EVT-000114,BATCH-2025-0008,blockchain_anchor,traceability,VAL-002,VAL-002,UNASSIGNED_MACHINE,8,834.04,834.04,0.0,success,0,1,standard,532.28,0.089,0,0,14.444,0.902,5.834,0.631
EDGE-000115,WRH-JTM-001,TRK-SSL-001,loaded_to,2025-02-08T06:09:11+07:00,EVT-000115,BATCH-2025-0008,loading,logistics,WRH-JTM-001,WRH-JTM-001,TRK-SSL-001,156,834.04,832.06,1.98,success,1,0,standard,1688.83,0.048,0,0,14.444,0.902,5.834,0.622
EDGE-000116,TRK-SSL-001,DST-X004,delivered_to,2025-02-09T05:55:13+07:00,EVT-000116,BATCH-2025-0008,distribution,distribution,DST-X004,DST-X004,TRK-SSL-001,1091,832.06,828.11,3.95,success,0,0,standard,1270.05,0.032,0,0,14.444,0.902,5.834,0.612
EDGE-000117,DST-X004,RTL-X001,supplied_to,2025-02-11T23:32:55+07:00,EVT-000117,BATCH-2025-0008,retail_delivery,retail,RTL-X001,RTL-X001,UNASSIGNED_MACHINE,424,828.11,824.41,3.7,delayed,1,0,standard,2846.69,0.068,0,0,14.444,0.902,5.834,0.499
EDGE-000118,FAR-JBR-003,BATCH-2025-0009,produces,2025-02-12T01:41:00+07:00,EVT-000118,BATCH-2025-0009,harvest,harvest,FAR-JBR-003,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,160,0.0,3257.3,0.0,success,0,0,qc_before_storage,0.0,0.0,0,0,28.21,1.068,0.0,1.068
EDGE-000119,BATCH-2025-0009,FAC-JTM-001,arrives_at,2025-02-14T07:21:00+07:00,EVT-000119,BATCH-2025-0009,weighing,weighing,FAR-JBR-003,FAC-JTM-001,UNASSIGNED_MACHINE,39,3257.3,3256.58,0.72,success,1,1,qc_before_storage,3060.0,0.302,1,0,28.21,1.068,0.0,1.068
EDGE-000120,BATCH-2025-0009,FAC-JTM-001,cleaned_at,2025-02-14T19:18:23+07:00,EVT-000120,BATCH-2025-0009,cleaning,cleaning,FAC-JTM-001,FAC-JTM-001,UNASSIGNED_MACHINE,66,3256.58,3195.04,61.54,success,0,0,qc_before_storage,678.39,0.302,1,0,28.437,1.068,0.0,0.374
EDGE-000121,BATCH-2025-0009,MCH-DRY-X002,processed_by,2025-02-15T16:41:13+07:00,EVT-000121,BATCH-2025-0009,drying,drying,FAC-JTM-001,FAC-JTM-001,MCH-DRY-X002,537,3195.04,2996.51,198.53,success,0,1,qc_before_storage,1216.84,0.088,0,0,19.269,1.0,0.741,1.343
EDGE-000122,BATCH-2025-0009,LAB-X002,quality_checked_by,2025-02-19T06:08:30+07:00,EVT-000122,BATCH-2025-0009,inspection,quality_check,LAB-X002,LAB-X002,UNASSIGNED_MACHINE,80,2996.51,2996.51,0.0,success,1,0,qc_before_storage,4215.27,0.155,0,1,19.269,1.0,0.741,1.8
EDGE-000123,BATCH-2025-0009,MCH-DRY-X001,reprocessed_by,2025-02-21T17:15:42+07:00,EVT-000123,BATCH-2025-0009,re_drying,drying,FAC-JTM-001,FAC-JTM-001,MCH-DRY-X001,190,2996.51,2898.71,97.8,failed,1,1,qc_before_storage,3467.21,0.162,0,1,15.716,0.878,3.841,1.8
EDGE-000124,BATCH-2025-0009,LAB-X001,quality_checked_by,2025-02-22T16:24:42+07:00,EVT-000124,BATCH-2025-0009,quality_check,quality_check,LAB-X001,LAB-X001,UNASSIGNED_MACHINE,58,2898.71,2898.71,0.0,warning,0,0,qc_before_storage,1198.99,0.158,0,0,16.064,0.878,3.841,1.105
EDGE-000125,BATCH-2025-0009,WRH-JTG-001,stored_at,2025-02-23T10:52:21+07:00,EVT-000125,BATCH-2025-0009,storage,storage,WRH-JTG-001,WRH-JTG-001,UNASSIGNED_MACHINE,2018,2898.71,2864.44,34.28,warning,0,1,qc_before_storage,1049.65,0.122,1,0,16.394,1.512,3.841,0.933
EDGE-000126,BATCH-2025-0009,LAB-JBR-001,quality_checked_by,2025-02-25T11:45:02+07:00,EVT-000126,BATCH-2025-0009,quality_check,quality_check,LAB-JBR-001,LAB-JBR-001,UNASSIGNED_MACHINE,47,2864.44,2864.44,0.0,warning,0,1,qc_before_storage,914.69,0.125,0,0,16.484,1.512,3.841,1.549
EDGE-000127,BATCH-2025-0009,FAC-JTM-001,reprocessed_at,2025-02-27T06:22:27+07:00,EVT-000127,BATCH-2025-0009,reprocessing,reprocessing,FAC-JTM-001,FAC-JTM-001,UNASSIGNED_MACHINE,314,2864.44,2813.39,51.05,success,1,1,qc_before_storage,2438.41,0.302,1,1,16.147,1.512,3.841,1.8
EDGE-000128,BATCH-2025-0009,MCH-MIL-001,milled_by,2025-03-02T06:33:04+07:00,EVT-000128,BATCH-2025-0009,milling,milling,FAC-JTM-001,FAC-JTM-001,MCH-MIL-001,340,2813.39,1689.74,1123.65,success,1,1,qc_before_storage,3853.62,0.125,0,0,16.147,1.512,5.789,0.999
EDGE-000129,BATCH-2025-0009,MCH-SRT-001,finished_by,2025-03-03T06:03:48+07:00,EVT-000129,BATCH-2025-0009,grading,finishing,FAC-JTM-001,FAC-JTM-001,MCH-SRT-001,139,1689.74,1622.67,67.07,warning,0,1,qc_before_storage,928.73,0.464,0,0,16.147,1.512,5.789,1.065
EDGE-000130,BATCH-2025-0009,VAL-X002,verified_by,2025-03-04T03:18:43+07:00,EVT-000130,BATCH-2025-0009,blockchain_anchor,traceability,VAL-X002,VAL-X002,UNASSIGNED_MACHINE,8,1622.67,1622.67,0.0,success,0,1,qc_before_storage,1135.92,0.059,0,0,16.147,1.512,5.789,1.6
EDGE-000131,WRH-JTG-001,TRK-NTB-001,loaded_to,2025-03-05T07:04:38+07:00,EVT-000131,BATCH-2025-0009,loading,logistics,WRH-JTG-001,WRH-JTG-001,TRK-NTB-001,123,1622.67,1617.15,5.52,success,1,1,qc_before_storage,1657.91,0.053,0,0,16.147,1.512,5.789,0.624
EDGE-000132,TRK-NTB-001,DST-X007,delivered_to,2025-03-06T07:54:03+07:00,EVT-000132,BATCH-2025-0009,distribution,distribution,DST-X007,DST-X007,TRK-NTB-001,539,1617.15,1605.99,11.16,delayed,1,1,qc_before_storage,1366.42,0.046,0,0,16.147,1.512,5.789,0.617
EDGE-000133,DST-X007,RTL-X006,supplied_to,2025-03-07T11:14:23+07:00,EVT-000133,BATCH-2025-0009,retail_delivery,retail,RTL-X006,RTL-X006,UNASSIGNED_MACHINE,418,1605.99,1604.59,1.4,success,0,1,qc_before_storage,1101.34,0.097,0,0,16.147,1.512,5.789,0.587
EDGE-000134,FAR-JTM-012,BATCH-2025-0010,produces,2025-04-22T00:07:00+07:00,EVT-000134,BATCH-2025-0010,harvest,harvest,FAR-JTM-012,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,217,0.0,5692.3,0.0,success,0,0,qc_before_storage,0.0,0.0,0,0,29.91,0.326,0.0,0.326
EDGE-000135,BATCH-2025-0010,FAC-JTM-001,arrives_at,2025-04-22T13:44:00+07:00,EVT-000135,BATCH-2025-0010,weighing,weighing,FAR-JTM-012,FAC-JTM-001,UNASSIGNED_MACHINE,55,5692.3,5696.65,0.0,success,0,0,qc_before_storage,600.0,0.346,0,0,29.91,0.326,0.0,0.326
EDGE-000136,BATCH-2025-0010,MCH-DRY-X005,processed_by,2025-04-22T17:47:08+07:00,EVT-000136,BATCH-2025-0010,drying,drying,FAC-JTM-001,FAC-JTM-001,MCH-DRY-X005,473,5696.65,5062.78,633.87,success,0,0,qc_before_storage,188.14,0.363,0,0,17.688,0.032,0.399,0.719
EDGE-000137,BATCH-2025-0010,MCH-DRY-X005,reprocessed_by,2025-04-24T08:51:16+07:00,EVT-000137,BATCH-2025-0010,re_drying,drying,FAC-JTM-001,FAC-JTM-001,MCH-DRY-X005,335,5062.78,4909.86,152.93,success,1,0,qc_before_storage,1871.14,0.477,0,1,14.482,0.0,1.193,0.799
EDGE-000138,BATCH-2025-0010,LAB-JTM-001,quality_checked_by,2025-04-25T16:46:34+07:00,EVT-000138,BATCH-2025-0010,inspection,quality_check,LAB-JTM-001,LAB-JTM-001,UNASSIGNED_MACHINE,55,4909.86,4909.86,0.0,warning,1,0,qc_before_storage,1580.31,0.182,0,0,14.812,0.0,1.193,0.042
EDGE-000139,BATCH-2025-0010,WRH-X006,stored_at,2025-04-26T09:47:16+07:00,EVT-000139,BATCH-2025-0010,storage,storage,WRH-X006,WRH-X006,UNASSIGNED_MACHINE,1431,4909.86,4875.76,34.1,success,0,0,qc_before_storage,965.69,0.248,0,0,14.812,0.088,1.193,0.112
EDGE-000140,BATCH-2025-0010,LAB-X005,quality_checked_by,2025-04-29T06:03:23+07:00,EVT-000140,BATCH-2025-0010,quality_check,quality_check,LAB-X005,LAB-X005,UNASSIGNED_MACHINE,51,4875.76,4875.76,0.0,success,1,0,qc_before_storage,2214.12,0.202,0,0,14.812,0.088,1.193,0.088
EDGE-000141,BATCH-2025-0010,LAB-X006,quality_checked_by,2025-04-29T15:46:02+07:00,EVT-000141,BATCH-2025-0010,quality_check,quality_check,LAB-X006,LAB-X006,UNASSIGNED_MACHINE,85,4875.76,4875.76,0.0,failed,0,0,qc_before_storage,531.65,0.267,0,0,14.954,0.088,1.193,0.183
EDGE-000142,BATCH-2025-0010,MCH-MIL-X006,milled_by,2025-05-02T15:55:17+07:00,EVT-000142,BATCH-2025-0010,milling,milling,FAC-JTM-001,FAC-JTM-001,MCH-MIL-X006,334,4875.76,3215.88,1659.88,success,1,0,qc_before_storage,4244.24,0.347,0,0,14.954,0.088,2.427,0.292
EDGE-000143,BATCH-2025-0010,MCH-GRD-X005,finished_by,2025-05-03T10:51:17+07:00,EVT-000143,BATCH-2025-0010,grading,finishing,FAC-JTM-001,FAC-JTM-001,MCH-GRD-X005,154,3215.88,3127.28,88.59,success,0,0,qc_before_storage,802.0,0.263,0,0,14.954,0.088,2.427,0.467
EDGE-000144,BATCH-2025-0010,FAC-JTM-001,packed_at,2025-05-04T06:30:51+07:00,EVT-000144,BATCH-2025-0010,packing,packing,FAC-JTM-001,FAC-JTM-001,UNASSIGNED_MACHINE,185,3127.28,3110.07,17.21,success,0,0,qc_before_storage,705.57,0.346,0,0,14.954,0.088,2.427,0.125
EDGE-000145,BATCH-2025-0010,VAL-001,verified_by,2025-05-04T15:25:40+07:00,EVT-000145,BATCH-2025-0010,blockchain_anchor,traceability,VAL-001,VAL-001,UNASSIGNED_MACHINE,7,3110.07,3110.07,0.0,success,0,0,qc_before_storage,349.82,0.092,0,0,14.954,0.088,2.427,0.032
EDGE-000146,WRH-X006,TRK-X007,loaded_to,2025-05-05T10:14:46+07:00,EVT-000146,BATCH-2025-0010,loading,logistics,WRH-X006,WRH-X006,TRK-X007,198,3110.07,3089.18,20.89,success,0,0,qc_before_storage,1122.09,0.064,0,0,14.954,0.088,2.427,0.509
EDGE-000147,TRK-X007,DST-X001,delivered_to,2025-05-06T14:16:17+07:00,EVT-000147,BATCH-2025-0010,distribution,distribution,DST-X001,DST-X001,TRK-X007,1354,3089.18,3073.81,15.38,success,1,0,qc_before_storage,1483.53,0.072,0,0,14.954,0.088,2.427,0.426
EDGE-000148,DST-X001,RTL-X005,supplied_to,2025-05-09T23:11:31+07:00,EVT-000148,BATCH-2025-0010,retail_delivery,retail,RTL-X005,RTL-X005,UNASSIGNED_MACHINE,280,3073.81,3066.03,7.77,success,1,0,qc_before_storage,3501.22,0.098,0,0,14.954,0.088,2.427,0.427
EDGE-000149,FAR-JTG-005,BATCH-2025-0011,produces,2025-01-24T14:49:00+07:00,EVT-000149,BATCH-2025-0011,harvest,harvest,FAR-JTG-005,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,230,0.0,5070.9,0.0,success,0,0,storage_first,0.0,0.0,0,0,30.25,0.76,0.0,0.76
EDGE-000150,BATCH-2025-0011,FAC-JBR-001,arrives_at,2025-01-26T06:28:00+07:00,EVT-000150,BATCH-2025-0011,weighing,weighing,FAR-JTG-005,FAC-JBR-001,UNASSIGNED_MACHINE,55,5070.9,5073.8,0.0,delayed,1,1,storage_first,1920.0,0.167,1,0,30.25,0.76,0.0,0.76
EDGE-000151,BATCH-2025-0011,MCH-DRY-X003,processed_by,2025-01-26T14:23:07+07:00,EVT-000151,BATCH-2025-0011,drying,drying,FAC-JBR-001,FAC-JBR-001,MCH-DRY-X003,741,5073.8,4569.45,504.34,delayed,1,0,storage_first,420.12,0.139,0,0,19.529,0.517,1.12,1.18
EDGE-000152,BATCH-2025-0011,MCH-DRY-X003,reprocessed_by,2025-01-29T17:19:40+07:00,EVT-000152,BATCH-2025-0011,re_drying,drying,FAC-JBR-001,FAC-JBR-001,MCH-DRY-X003,224,4569.45,4417.35,152.11,failed,1,0,storage_first,3755.55,0.253,0,1,15.357,0.387,3.342,1.689
EDGE-000153,BATCH-2025-0011,WRH-X004,stored_at,2025-01-30T11:47:57+07:00,EVT-000153,BATCH-2025-0011,storage,storage,WRH-X004,WRH-X004,UNASSIGNED_MACHINE,2863,4417.35,4389.38,27.96,success,0,0,storage_first,884.29,0.077,0,0,15.968,0.77,3.342,0.422
EDGE-000154,BATCH-2025-0011,LAB-X003,quality_checked_by,2025-02-02T06:13:32+07:00,EVT-000154,BATCH-2025-0011,quality_check,quality_check,LAB-X003,LAB-X003,UNASSIGNED_MACHINE,43,4389.38,4389.38,0.0,warning,0,0,storage_first,958.59,0.122,0,0,16.134,0.77,3.342,0.943
EDGE-000155,BATCH-2025-0011,FAC-JBR-001,reprocessed_at,2025-02-03T06:18:22+07:00,EVT-000155,BATCH-2025-0011,reprocessing,reprocessing,FAC-JBR-001,FAC-JBR-001,UNASSIGNED_MACHINE,224,4389.38,4321.93,67.46,failed,0,0,storage_first,1105.82,0.167,1,1,15.267,0.77,3.342,1.015
EDGE-000156,BATCH-2025-0011,LAB-X004,quality_checked_by,2025-02-04T06:14:23+07:00,EVT-000156,BATCH-2025-0011,quality_check,quality_check,LAB-X004,LAB-X004,UNASSIGNED_MACHINE,75,4321.93,4321.93,0.0,success,0,0,storage_first,735.02,0.118,0,0,15.267,0.77,3.342,1.037
EDGE-000157,BATCH-2025-0011,MCH-MIL-X004,milled_by,2025-02-07T06:21:54+07:00,EVT-000157,BATCH-2025-0011,milling,milling,FAC-JBR-001,FAC-JBR-001,MCH-MIL-X004,304,4321.93,2775.55,1546.37,warning,1,1,storage_first,3977.51,0.141,0,0,15.267,0.77,4.892,0.549
EDGE-000158,BATCH-2025-0011,MCH-GRD-X003,finished_by,2025-02-08T06:16:03+07:00,EVT-000158,BATCH-2025-0011,grading,finishing,FAC-JBR-001,FAC-JBR-001,MCH-GRD-X003,144,2775.55,2683.61,91.94,warning,0,0,storage_first,982.16,0.387,0,0,15.267,0.77,4.892,0.899
EDGE-000159,BATCH-2025-0011,FAC-JBR-001,packed_at,2025-02-09T10:38:47+07:00,EVT-000159,BATCH-2025-0011,packing,packing,FAC-JBR-001,FAC-JBR-001,UNASSIGNED_MACHINE,135,2683.61,2663.7,19.91,success,1,0,storage_first,1558.73,0.167,1,0,15.267,0.77,4.892,0.235
EDGE-000160,BATCH-2025-0011,VAL-X002,verified_by,2025-02-09T16:51:15+07:00,EVT-000160,BATCH-2025-0011,blockchain_anchor,traceability,VAL-X002,VAL-X002,UNASSIGNED_MACHINE,9,2663.7,2663.7,0.0,warning,0,0,storage_first,237.46,0.097,0,0,15.267,0.77,4.892,0.434
EDGE-000161,WRH-X004,TRK-JTM-001,loaded_to,2025-02-10T12:56:58+07:00,EVT-000161,BATCH-2025-0011,loading,logistics,WRH-X004,WRH-X004,TRK-JTM-001,91,2663.7,2648.24,15.46,success,0,0,storage_first,1196.72,0.117,0,0,15.267,0.77,4.892,0.653
EDGE-000162,TRK-JTM-001,DST-MKS-001,delivered_to,2025-02-11T08:23:40+07:00,EVT-000162,BATCH-2025-0011,distribution,distribution,DST-MKS-001,DST-MKS-001,TRK-JTM-001,638,2648.24,2644.56,3.68,delayed,1,0,storage_first,1075.7,0.045,0,0,15.267,0.77,4.892,0.516
EDGE-000163,DST-MKS-001,RTL-SMG-001,supplied_to,2025-02-12T10:15:59+07:00,EVT-000163,BATCH-2025-0011,retail_delivery,retail,RTL-SMG-001,RTL-SMG-001,UNASSIGNED_MACHINE,291,2644.56,2632.89,11.68,success,0,0,storage_first,914.32,0.155,0,0,15.267,0.77,4.892,0.523
EDGE-000164,FAR-JTG-007,BATCH-2025-0012,produces,2025-02-12T15:43:00+07:00,EVT-000164,BATCH-2025-0012,harvest,harvest,FAR-JTG-007,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,174,0.0,4147.1,0.0,success,0,0,inspection_heavy,0.0,0.0,0,0,30.16,0.456,0.0,0.456
EDGE-000165,BATCH-2025-0012,FAC-JTG-001,arrives_at,2025-02-14T06:30:00+07:00,EVT-000165,BATCH-2025-0012,weighing,weighing,FAR-JTG-007,FAC-JTG-001,UNASSIGNED_MACHINE,49,4147.1,4144.96,2.14,success,1,0,inspection_heavy,1800.0,0.161,0,0,30.16,0.456,0.0,0.456
EDGE-000166,BATCH-2025-0012,FAC-JTG-001,cleaned_at,2025-02-14T10:04:13+07:00,EVT-000166,BATCH-2025-0012,cleaning,cleaning,FAC-JTG-001,FAC-JTG-001,UNASSIGNED_MACHINE,93,4144.96,4044.6,100.36,success,0,0,inspection_heavy,165.23,0.161,0,0,30.295,0.456,0.0,0.16
